,mean,std,model,emb-type,stand-type,E-type,min,max,ec-type
33,0.4866943629846855,0.0222509757264429,KNN,LaBSE,Norm.,Test,0.4644433872582426,0.5089453387111283,LaBSE Norm. KNN
34,0.3669282239092833,0.0103331343042874,Decision Tree,LaBSE,Norm.,Train,0.3565950896049959,0.3772613582135707,LaBSE Norm. Decision Tree
35,0.2126898012381883,0.020554990455817,Decision Tree,LaBSE,Norm.,Test,0.1921348107823713,0.23324479169400528,LaBSE Norm. Decision Tree
36,0.2982267538456293,0.0102739080475712,SVM,LaBSE,Norm.,Train,0.2879528457980581,0.3085006618932005,LaBSE Norm. SVM
37,0.2885394265232975,0.0054228211182945,SVM,LaBSE,Norm.,Test,0.283116605405003,0.293962247641592,LaBSE Norm. SVM
38,0.2088477785296884,0.0100291126877802,Random Forest,LaBSE,Norm.,Train,0.1988186658419082,0.2188768912174686,LaBSE Norm. Random Forest
39,0.1236378721127931,0.0112710036204485,Random Forest,LaBSE,Norm.,Test,0.1123668684923446,0.13490887573324162,LaBSE Norm. Random Forest
40,0.1599918282919853,0.0215211115188802,XGBoost,LaBSE,Norm.,Train,0.1384707167731051,0.1815129398108655,LaBSE Norm. XGBoost
41,0.1136763057381266,0.0096931744472118,XGBoost,LaBSE,Norm.,Test,0.10398313129091481,0.1233694801853384,LaBSE Norm. XGBoost
42,0.4772002994168902,0.0119101821824228,k-means,word2vec,Norm.,Train,0.4652901172344674,0.489110481599313,AC-PLT
43,0.3716699250570218,0.0143239386659598,k-means,word2vec,Norm.,Test,0.35734598639106196,0.3859938637229816,AC-PLT
44,0.8562351633689591,0.0074539196645272,Naïve Bayes,word2vec,Norm.,Train,0.8487812437044319,0.8636890830334863,word2vec Norm. Naïve Bayes
45,0.4483553274682307,0.0225301108055163,Naïve Bayes,word2vec,Norm.,Test,0.4258252166627144,0.470885438273747,word2vec Norm. Naïve Bayes
46,0.801251912700945,0.0080494772468193,KNN,word2vec,Norm.,Train,0.7932024354541257,0.8093013899477642,word2vec Norm. KNN
47,0.469340990550668,0.0207417878763226,KNN,word2vec,Norm.,Test,0.44859920267434544,0.4900827784269906,word2vec Norm. KNN
48,0.4846657232286748,0.0096357604050758,Decision Tree,word2vec,Norm.,Train,0.475029962823599,0.4943014836337506,word2vec Norm. Decision Tree
49,0.23326816552623,0.017962813503291,Decision Tree,word2vec,Norm.,Test,0.215305352022939,0.251230979029521,word2vec Norm. Decision Tree
50,0.2781491822774104,0.0088165896309958,SVM,word2vec,Norm.,Train,0.2693325926464146,0.2869657719084062,word2vec Norm. SVM
51,0.2598908439231019,0.0110947622210904,SVM,word2vec,Norm.,Test,0.2487960817020115,0.2709856061441923,word2vec Norm. SVM
52,0.2226882684916814,0.0125210378915296,Random Forest,word2vec,Norm.,Train,0.2101672306001518,0.23520930638321103,word2vec Norm. Random Forest
53,0.1241906962005908,0.0110898917370332,Random Forest,word2vec,Norm.,Test,0.1131008044635576,0.135280587937624,word2vec Norm. Random Forest
54,0.2302975225253982,0.0561076431171707,XGBoost,word2vec,Norm.,Train,0.1741898794082275,0.2864051656425689,word2vec Norm. XGBoost
55,0.1350819269965553,0.021579548475734,XGBoost,word2vec,Norm.,Test,0.1135023785208213,0.1566614754722893,word2vec Norm. XGBoost
