,mean,std,model,emb-type,stand-type,E-type,min,max,ec-type
43,0.3794175402332791,0.0051779821845329,k-means,word2vec,Norm.,Test,0.3742395580487462,0.38459552241781203,AC-PLT
44,0.6537051148913193,0.0090063381854941,Naïve Bayes,word2vec,Norm.,Train,0.6446987767058252,0.6627114530768135,word2vec Norm. Naïve Bayes
45,0.3586844825040602,0.0170875719198686,Naïve Bayes,word2vec,Norm.,Test,0.3415969105841916,0.3757720544239288,word2vec Norm. Naïve Bayes
46,0.4614992218332668,0.0128320597916167,KNN,word2vec,Norm.,Train,0.4486671620416501,0.4743312816248835,word2vec Norm. KNN
47,0.3790329248486638,0.0090749774781751,KNN,word2vec,Norm.,Test,0.3699579473704887,0.3881079023268389,word2vec Norm. KNN
48,0.4065859904187358,0.0034171126999156,Decision Tree,word2vec,Norm.,Train,0.40316887771882015,0.4100031031186514,word2vec Norm. Decision Tree
49,0.2331049756385649,0.0086045656858516,Decision Tree,word2vec,Norm.,Test,0.22450040995271328,0.2417095413244165,word2vec Norm. Decision Tree
50,0.2870588430425259,0.0096773451827761,SVM,word2vec,Norm.,Train,0.2773814978597498,0.29673618822530196,word2vec Norm. SVM
51,0.2231086667650967,0.0171589688700464,SVM,word2vec,Norm.,Test,0.2059496978950503,0.24026763563514308,word2vec Norm. SVM
52,0.2161444137924887,0.0081242906580445,Random Forest,word2vec,Norm.,Train,0.20802012313444418,0.2242687044505332,word2vec Norm. Random Forest
53,0.1304003672623274,0.0094890750173606,Random Forest,word2vec,Norm.,Test,0.1209112922449668,0.139889442279688,word2vec Norm. Random Forest
54,0.2976438321976263,0.0277451710913816,XGBoost,word2vec,Norm.,Train,0.2698986611062447,0.3253890032890079,word2vec Norm. XGBoost
55,0.1557237890750863,0.0087910533322476,XGBoost,word2vec,Norm.,Test,0.1469327357428387,0.1645148424073339,word2vec Norm. XGBoost
